,PhaseSpaceLow,ChannelCorrelationLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,CrestFactorHigh
0.0,0.0075,0.9982038639713575,2.2523430083068585,0.0625,0.3788596959631287,7.378247875644712,0.0125,0.7653996940761765,25.36632796323299
1.0,0.11,0.9978228164003454,5.281996816462411,0.1325,0.9057918300758536,9.50029264855632,0.0225,0.9024936673686047,25.900827580580913
2.0,0.0725,0.9992730709957148,33.38928995030811,0.0975,0.7775162959466111,11.711321353379272,0.0175,0.893863234787105,17.017068445064936
3.0,0.025,0.9986134910728828,13.417391928606087,0.055,0.5997938021460718,7.226757305032026,0.0125,0.6623365854501989,12.178981950851975
4.0,0.0375,0.9983127474774245,0.0,0.1175,0.938767238655991,8.392034151800337,0.0225,0.9265783991648375,24.705208953236465
5.0,0.1175,0.9996454466415147,9.850116786910702,0.0975,0.9622967858338833,10.929959945403416,0.025,0.9919266016398057,23.01967095886082
6.0,0.07,0.9994975317763002,17.107837305923635,0.0975,0.9401097614517764,7.051275273000942,0.03,0.9904846656346052,30.40093700069861
7.0,0.095,0.9997911153346742,11.575667293419896,0.1025,0.9566629946363248,11.476447359413907,0.0325,0.9786028407783217,26.63440760961475
8.0,0.0625,0.9994650706419386,7.398117272871366,0.065,0.7600522568778911,17.514663003018573,0.045,0.9880128578607099,23.20311087411925
9.0,0.0425,0.9995429209445635,22.297898385987907,0.055,0.7222204579022273,4.332557663111734,0.0175,0.9361651658636664,11.10572342288112
10.0,0.0125,0.9973795856832323,4.18106569298061,0.085,0.7127262891776484,5.673960589930436,0.015,0.9146905866028024,19.648992238455733
11.0,0.01,0.9822391601037856,11.404388903494294,0.1125,0.7166298447622214,2.9124420315706576,0.04,0.9000223051804662,9.851082981610006
12.0,0.0125,0.9615133477554517,26.958769839483608,0.1375,0.8765767821417518,25.59503876555628,0.095,0.9964045375166375,26.25307855030122
13.0,0.01,0.9954435768927797,16.16606223746439,0.0925,0.6906068189811966,12.010077508288532,0.0225,0.8641964218196876,9.171941895245453
14.0,0.0075,0.9914842058296276,26.79500403954647,0.0925,0.6374246245875923,22.168400815778867,0.03,0.9231952519185659,48.46963251420068
15.0,0.0075,0.9912232375421748,17.298103509464585,0.085,0.7453892688338035,24.810977747781443,0.0325,0.9693116446847435,12.573673055704548
16.0,0.0075,0.9968662700577979,14.5885887989586,0.0525,0.5180571250291,5.958247874280721,0.015,0.8331671465825713,19.641333829192376
17.0,0.005,0.9770339671468516,15.818564163473571,0.04,0.6514291325193827,2.65145653928954,0.0075,0.5384924332104506,9.9963508240336
18.0,0.0025,0.877713943065187,9.235393050927707,0.0325,0.5324615094323406,4.090421325164179,0.0075,0.5148932154128043,15.979580757658013
19.0,0.1075,0.9997120288748679,1.688116780559544,0.12,0.9750434519130898,11.05106081032787,0.0175,0.9148854580704817,7.066594548404034
20.0,0.095,0.9991638121128767,9.108569028331896,0.08,0.916591445341761,14.25273727038472,0.0225,0.9125266455624369,4.692369160316095
21.0,0.055,0.999267601727848,12.356157998254496,0.0525,0.8691718913249912,17.795894304844225,0.035,0.9024310049409502,4.397378862864875
22.0,0.03,0.9994022504475477,25.91183681088946,0.04,0.7247153149830075,8.94061945593472,0.06,0.9516840266918958,30.246910819077357
23.0,0.01,0.9879160714897653,14.319777713164243,0.0425,0.777347817011822,7.246370041156778,0.0425,0.9546463833246442,24.898868767933596
24.0,0.0075,0.9552655180019336,12.848627133344682,0.0425,0.781089052896467,7.888988210009982,0.0125,0.8846974084807814,18.654329730427047
25.0,0.0025,0.9523303269440716,13.551287418819332,0.07,0.9252503569013669,19.383206107097283,0.0225,0.9924361322124461,6.891464069754996
26.0,0.0125,0.9929843101012277,7.533837622135246,0.1425,0.9737271824551481,13.588481845384985,0.105,0.9993654240764912,15.26836330138578
27.0,0.0075,0.9907390803205773,17.937606822900392,0.0725,0.9562347090531393,10.778806449307863,0.05,0.9462219585399296,33.73500726212959
28.0,0.0025,0.9161942218101738,15.123425035573641,0.0575,0.9557171198908784,8.507871249843316,0.025,0.8930285948024396,20.404674502716063
29.0,0.025,0.9967214966142987,3.7887271224044734,0.1125,0.9888825103846237,9.792621844481816,0.0175,0.922197670664711,8.775372619922475
30.0,0.13,0.9998555098070664,11.5842486407807,0.1,0.99389088237713,25.8501734196795,0.015,0.9526586579496494,23.490876210940414
31.0,0.0525,0.9997848234630261,3.983017717733917,0.0325,0.955204320615912,8.191381979620594,0.005,0.7566442472129922,10.574060165071558
32.0,0.0275,0.9998328049924134,24.5580017539856,0.0175,0.8078143901926794,11.594461433754066,0.0025,0.7204738577071274,20.184967750872616
33.0,0.0925,0.9999161495102117,15.66482759429751,0.12,0.9983186717637353,26.69622146646764,0.0125,0.9970745806225249,12.527541991294038
