,PhaseSpaceLow,ChannelCorrelationLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,CrestFactorHigh
0.0,0.0075,0.9179690535020444,5.52001306492508,0.0275,0.9773608792862111,24.531766027710006,0.0325,0.9782746153728291,42.326398990217925
1.0,0.0075,0.9328543139721448,2.2719784312971063,0.02,0.8742813999630188,18.520245990107906,0.0275,0.916305512333348,26.290092717126257
2.0,0.02,0.9883412097375917,8.362330053382983e-06,0.09,0.9910589947291147,1.5837830572659586,0.0675,0.9764065472846506,8.743604402429877
3.0,0.0575,0.9843633688620871,12.410584968341142,0.085,0.9954957676832509,7.332607347990777,0.095,0.9972612451465152,25.989987411988672
4.0,0.0425,0.9895040696591062,14.79987331058876,0.065,0.9881457949714492,23.40941901172386,0.02,0.8563221227120555,45.104459237012584
5.0,0.035,0.9874495089986982,2.224222607555721,0.0425,0.9528414621166852,13.577412907561762,0.0175,0.792188256201739,9.58176914391068
6.0,0.0275,0.9848388265308142,6.213075516777135,0.0425,0.9490339479478017,20.50434938366388,0.0475,0.9468032131652405,15.50203838124126
7.0,0.015,0.9824091492227094,14.026055022069404,0.06,0.9725131441966726,33.25267279305448,0.0225,0.9512864037068854,14.373320273658985
8.0,0.0075,0.8762758002241624,13.037034194839128,0.055,0.9860123788764518,19.223976231653566,0.025,0.9782771767342999,15.397264634917596
9.0,0.0025,0.9580297581413201,20.20527047712486,0.05,0.9708396558424545,13.42876974103865,0.0325,0.978328751030421,24.096990760906273
10.0,0.085,0.9973820769262818,14.89312050663619,0.0925,0.9969023956913282,23.225451630253232,0.0475,0.9962876323826849,25.095442944606656
11.0,0.06,0.9920389072145208,21.683463366215236,0.02,0.9624169219659936,8.910247818248113,0.0275,0.9717198769061043,10.784783768310946
12.0,0.0275,0.9922378617146344,8.79043485846058,0.0175,0.919535917473332,20.591379037766263,0.0175,0.952872567915756,22.718146427593027
13.0,0.0175,0.9880346174290914,39.84485885698941,0.0125,0.854252945713424,19.20009977974892,0.0475,0.9261017729968204,11.607317544768883
14.0,0.0075,0.9824080072694235,16.327695245769913,0.065,0.9939947506919262,12.642880353768769,0.0475,0.9704666708252165,21.688290017865807
15.0,0.0025,0.971919300072381,8.31863196681675,0.035,0.9778017818540565,5.819468801768538,0.03,0.9903800400801798,17.43386478627186
16.0,0.0075,0.9869764640271379,11.469557748757461,0.025,0.9692071107317362,17.805213873030127,0.04,0.9434880057266867,26.648998447446715
17.0,0.02,0.9938384158139788,16.2687154132621,0.1075,0.9984661707798832,8.948341209874743,0.085,0.994509874215953,9.650677387796247
18.0,0.0125,0.9652744589015747,24.444208131890008,0.045,0.9648377221492253,9.771730590453764,0.055,0.9872656348093626,33.35390344773756
19.0,0.0075,0.9687526380535044,16.0411929403926,0.07,0.9889842736946662,18.472538231398246,0.0175,0.813492932931841,18.830894753663706
20.0,0.0025,0.9309881901980062,20.361722829397078,0.0525,0.981737357958732,31.20477261902492,0.015,0.7524848870568477,11.074312425037796
21.0,0.09,0.9983615825258739,39.291009200662664,0.09,0.9938203633326229,17.93397367518095,0.04,0.9891430075776463,22.626802782106893
22.0,0.045,0.991011544957734,17.93560779782716,0.0275,0.9562136368185691,14.577359790434805,0.0325,0.9898710604249563,30.698333930292673
23.0,0.0325,0.9916641940545571,6.675095861898161,0.0475,0.9779514200755375,19.965620935533735,0.0175,0.8930169689107561,7.545427557414371
24.0,0.0475,0.9916129287054632,1.6161158901537074,0.08,0.9867511390849916,27.84389764158652,0.045,0.9689440178306729,15.268518217596004
25.0,0.085,0.9957273074249037,11.301538020494739,0.0525,0.9892422448040572,13.379098599575137,0.0275,0.9891156683431601,9.960264006836365
26.0,0.0475,0.9923702975832651,12.675840483030411,0.0425,0.9838857086415781,8.891593193273351,0.0125,0.9431067926610914,14.88116968990574
27.0,0.0275,0.9939904151902526,24.634976705163133,0.0325,0.9535260552163252,22.180080685281503,0.0125,0.8574062067296633,11.08806971671634
28.0,0.0125,0.9819882830181429,14.046105259097148,0.065,0.9800223080849239,12.082424249960887,0.05,0.9657633022224359,15.578084558982248
29.0,0.0075,0.837506884017071,6.239691979781906,0.0475,0.9810831397782926,35.47038945684571,0.04,0.9978337689384127,10.86422216202137
