,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,SpectralCentroid,SpectralRolloff,SpectralFlatness,SpectralBandwidth,ZeroCrossingRate
0.0,-27.919986724853516,54.6926383972168,-8.654955863952637,8.511953353881836,-10.196817398071289,2.8778183460235596,-4.262655258178711,2.9504857063293457,-35.320098876953125,1.2056139707565308,-9.26623821258545,12.492997169494629,10.884674072265625,3232.5617863275083,7041.357421875,0.05141545459628105,2816.340527471461,0.06787109375
1.0,-33.35700988769531,16.49329376220703,-45.039085388183594,17.38640785217285,-10.69278335571289,11.428544998168945,-20.93161392211914,-21.070171356201172,-36.799049377441406,3.2719039916992188,-12.854118347167969,-1.6176011562347412,-11.982158660888672,3277.9119067159036,6341.5283203125,0.017714479938149452,2561.147313777451,0.17919921875
2.0,-116.79037475585938,20.719669342041016,15.704058647155762,18.541584014892578,5.1144866943359375,24.515443801879883,-18.602170944213867,9.09624195098877,-16.424850463867188,1.8596031665802002,-6.926577568054199,4.080079078674316,-4.958149433135986,4682.18297455676,8064.1845703125,0.13428759574890137,3016.0393899911032,0.3330078125
3.0,35.77777099609375,113.75418090820312,-21.68122100830078,45.273597717285156,18.413991928100586,33.25265121459961,-3.106884479522705,10.150699615478516,-9.99642562866211,22.709224700927734,9.624715805053711,11.869882583618164,-4.981988430023193,1614.5790033503777,3466.845703125,0.003018860938027501,2064.1416340704736,0.04736328125
4.0,1.643543004989624,134.28192138671875,-12.114728927612305,26.38904571533203,-3.468676805496216,18.354843139648438,12.847089767456055,11.687260627746582,-22.396541595458984,19.939619064331055,0.9739564061164856,7.7571563720703125,4.403017997741699,1487.44593566513,3326.8798828125,0.0027945367619395256,1952.2981991543215,0.052734375
5.0,-8.050532341003418,105.15663146972656,-24.01145362854004,30.520774841308594,16.882129669189453,3.3171939849853516,-3.9414024353027344,4.185941696166992,-20.39307403564453,32.00679016113281,3.591777801513672,9.12760066986084,-14.687835693359375,2143.869284545687,3660.64453125,0.010840070433914661,2246.573952505996,0.1103515625
6.0,-13.444768905639648,90.423583984375,-21.312082290649414,25.863941192626953,-41.12688446044922,20.18390464782715,5.654343605041504,27.271259307861328,-23.615304946899414,-0.12896031141281128,-11.401569366455078,9.040938377380371,-4.574139595031738,2408.547296369805,5307.9345703125,0.010560999624431133,2275.8691917742367,0.1328125
7.0,-121.23702239990234,72.6328125,-12.847979545593262,28.548784255981445,-38.126312255859375,-4.994950294494629,-24.8781795501709,-0.14960062503814697,-13.134930610656738,3.444891929626465,-18.965131759643555,-13.014680862426758,-24.528759002685547,2297.366173984558,5243.3349609375,0.0024791762698441744,2418.7532383717917,0.04541015625
8.0,4.698629379272461,82.32151794433594,-29.87151336669922,14.63990592956543,-18.081424713134766,14.812187194824219,1.1860251426696777,10.515939712524414,-42.55034637451172,-4.227309226989746,-22.01253890991211,-2.5337061882019043,-8.103742599487305,2450.896838045322,5275.634765625,0.010883939452469349,2360.475585536201,0.111328125
9.0,-52.66321563720703,94.84158325195312,-41.95939636230469,8.54668140411377,-25.179874420166016,-9.719597816467285,-7.773175239562988,-4.1466522216796875,-35.729408264160156,-16.897897720336914,-16.476696014404297,5.011876106262207,-7.086739540100098,2012.6012052439467,3714.4775390625,0.005128813907504082,2090.6930138007783,0.08447265625
