,PhaseSpaceLow,ChannelCorrelationLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,CrestFactorHigh
0.0,0.0325,0.9995749673288199,1.6770891673741641,0.0325,0.9915864919868623,34.617508150809485,0.0175,0.876280921172697,21.84246909570276
1.0,0.035,0.9998531396725404,6.51028062127831,0.0275,0.9946177073362759,24.934016950319222,0.0125,0.7739044250505174,22.475286695491718
2.0,0.0325,0.9997550868201242,4.7293027176462985,0.0225,0.9954798605992013,14.170820625118461,0.0125,0.9641187808632409,16.3932644473536
3.0,0.03,0.9997929371407352,5.141701059872485,0.0175,0.9981052517200087,6.711256651097947,0.0075,0.5215590757892495,38.5947338176672
4.0,0.0225,0.9999094660419489,4.343189869855343,0.0125,0.9999633231410578,19.228882458861907,0.005,0.9950739377112754,21.056624626529455
5.0,0.0175,0.999815984802675,48.00624470438491,0.0125,0.9997985161441472,21.73872587549329,0.0075,0.9961872605984334,42.08603412519363
6.0,0.0675,0.9996547878786853,2.4478872677252177,0.045,0.9995131769786765,4.1803398337912405,0.0125,0.733747402864411,8.24914099964751
7.0,0.085,0.9997208984225381,11.68870517347621,0.0575,0.9967607071083271,12.251629800787986,0.0175,0.8520830721381943,34.18527266799793
8.0,0.035,0.9997494274328863,9.829283727947564,0.0325,0.9931718550998919,7.86214912106055,0.01,0.9820061297450227,21.866735028572574
9.0,0.0325,0.9997924611053846,3.5186229424129927,0.015,0.973867547055222,14.854552555959536,0.0025,0.9936079499301285,15.547498333170287
10.0,0.085,0.9998973559599424,0.6893647975750488,0.0475,0.9999774127454455,38.45642387818583,0.025,0.9251303944688745,12.048906413702014
11.0,0.0875,0.9997034296837896,22.74061274052269,0.04,0.9959546311122551,21.58825757015674,0.0175,0.9099704851436886,31.630875131708965
12.0,0.0225,0.9995762715798803,6.834038961346428,0.0075,0.988164581260065,25.0335090043869,0.0025,0.9638310515920903,10.715856422605869
13.0,0.0125,0.9997702773939585,3.3772431294620198,0.0075,0.999999927888969,21.646498914822814,0.025,0.9999834698547042,36.81106897860124
14.0,0.0125,0.9981629978255392,6.495818397589847,0.0675,0.999599931604169,23.952044702729648,0.04,0.9678747606016983,5.602016882988485
15.0,0.0075,0.9903068247984087,10.092014838818255,0.0425,0.9948913358466119,29.277653631915825,0.0225,0.9619651831113835,32.65538261544973
16.0,0.0075,0.9940428539988867,17.627009187582022,0.02,0.9906863747570167,4.607260611062425,0.01,0.9883852929540052,23.138507826985084
17.0,0.0125,0.9914812203872789,20.23686720520145,0.0175,0.991130283215054,33.344957400309696,0.015,0.9981520077489233,5.163679705882518
18.0,0.0975,0.999827577870846,0.78069907404898,0.0475,0.9998599408048618,5.118676665370796,0.0175,0.7243482334408786,38.856455515737736
19.0,0.0825,0.9997198146741304,36.89541997134603,0.0475,0.9965538006451157,27.139707319748307,0.01,0.9619168681923951,30.601482335838707
20.0,0.0225,0.9998516027755675,3.725743645576396,0.02,0.9872628534569171,13.116903990422061,0.0175,0.9938892273777263,26.23050920216081
21.0,0.015,0.9998809693015774,12.594627778652029,0.0125,0.9994725481655635,14.147814151303908,0.02,0.9996668446530239,14.168073568407522
22.0,0.035,0.999890354576921,14.703874946439058,0.0425,0.9997367221373993,24.68516399443882,0.0275,0.9999999958209776,10.70684074439921
23.0,0.035,0.999758869239832,35.24996936230104,0.0475,0.9949731379059148,10.062356020782993,0.025,0.9993174941563204,21.066820643162014
24.0,0.03,0.9997622549043891,19.80843887310588,0.0275,0.9926476006654527,12.12866423433412,0.01,0.9849618227655778,24.784963332233964
25.0,0.0275,0.9999248117438598,5.4660040379737,0.0175,0.9988013160203013,14.66030486851211,0.015,0.9508608271250487,11.087622391514014
26.0,0.0225,0.9999998267952197,11.494578285998632,0.0525,0.9958953543877387,7.678441419209391,0.0125,0.679547653123767,35.14043450820958
27.0,0.01,0.99887799248256,28.093779928529997,0.04,0.9960951762183045,13.453800610423983,0.0075,0.99231190436185,9.738517432841652
28.0,0.0075,0.9974219342622992,2.645372443719738,0.035,0.9942628934305588,25.687650187152784,0.0075,0.99355458657549,52.94609854707893
29.0,0.0375,0.9998597560149836,14.790705397723027,0.0625,0.999427292094414,8.512995108863969,0.035,0.9744903899089165,15.23519733156942
30.0,0.035,0.9999999473911959,4.393042860096167,0.0475,0.9995281412038979,18.667416489231442,0.03,0.98666432218761,13.204425379884228
31.0,0.0325,0.9997631666292336,0.8894157579961394,0.0275,0.9950645385212938,11.75107969792851,0.0125,0.990533105752886,25.52677437934581
32.0,0.03,0.9994877307350309,17.302435896860086,0.025,0.9923417972641009,11.944074703580972,0.0075,0.971661719480088,18.19740143170661
33.0,0.09,0.9998336757627615,6.588010982555464,0.055,0.9997713644590418,14.367170359282577,0.03,0.925095485264893,26.406228595343215
34.0,0.09,0.9997038144299061,21.671426056037994,0.045,0.9982049892619612,2.4825085121897312,0.0175,0.9047802659720883,12.465514489021931
35.0,0.0225,0.9994015042772311,19.007807107071816,0.0375,0.9939341535367616,36.36460960945606,0.0075,0.9649881703091323,42.16357063378374
36.0,0.0125,0.9996148511564327,14.243210679102843,0.0075,0.9998604491513066,26.568226469623802,0.005,0.9996175073644602,16.807631963324184
