,PhaseSpaceLow,ChannelCorrelationLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,CrestFactorHigh
0.0,0.04,0.9999231724589976,1.4356324957236728,0.0275,0.9579865015793855,15.800621459958952,0.0125,0.9324816458047702,12.168261159762455
1.0,0.115,0.9999735429884318,22.95760223991102,0.0525,0.9988255004872411,12.939721573137017,0.0225,0.8628016038113141,23.93653519066422
2.0,0.0875,0.9999252314786399,21.410866268900875,0.02,0.9904877815579706,14.991938658171637,0.0225,0.986347971958482,28.50224531987508
3.0,0.04,0.9999203756961516,5.346169221906713,0.015,0.9335030374233619,7.261182301939783,0.02,0.8271345645283685,42.430359562737834
4.0,0.04,0.999934932574857,3.723117219542542,0.015,0.891083606054239,13.97120411338465,0.005,0.8123372093065574,21.257751435786126
5.0,0.09,0.9999346763617417,24.885263478977034,0.0675,0.9865512091698116,44.78459793522033,0.0175,0.8450188899037738,27.42577523186062
6.0,0.05,0.9999989921576828,24.264350080419007,0.07,0.9489622208136346,19.37745052457999,0.0175,0.953088845263143,14.096387586410074
7.0,0.0225,0.9999932723466858,6.5143166675707596,0.02,0.9969830833037556,11.639609096407877,0.0175,0.8476164845157518,22.86280700960272
8.0,0.0125,0.999999963418627,9.831866303102037,0.02,0.9989860198737497,15.965545538018775,0.0075,0.9836328261081615,28.827643063660084
9.0,0.0125,0.9995803766980289,18.882943475168325,0.0725,0.9992883509521496,12.580182387181312,0.05,0.9982179986025252,15.872898636542846
10.0,0.0075,0.9962299652294184,22.281965587455566,0.04,0.9800716483652819,48.88132599065007,0.025,0.9742902734169673,31.16055470540411
11.0,0.09,0.9999454626711424,26.769985680013747,0.0375,0.9981488400379936,20.016039090048515,0.0175,0.8851925378596985,28.346742972969476
12.0,0.045,0.9999779887768546,28.35506584796945,0.0125,0.9995131473430346,37.11564814908311,0.0025,0.9312471872280499,19.766249673672093
13.0,0.0175,0.9999992598182896,22.897223877830704,0.02,0.9753564815890607,5.374310706831404,0.02,0.7845276182744679,12.502985637316604
14.0,0.01,0.9999997047668246,10.389796217039617,0.025,0.9283967618121893,11.453271977971532,0.015,0.9236096340343883,42.529988381815016
15.0,0.085,0.9999693437010386,7.624080039573058,0.05,0.9937009644043473,15.467843755718151,0.0175,0.9566144498241799,42.60714122342453
16.0,0.035,0.9999825485249142,21.004043007791356,0.015,0.9999932910745982,18.262106408714903,0.0125,0.9669757439937781,26.891323553933017
17.0,0.085,0.9999999633604928,18.678419591804687,0.0525,0.9997085913121464,24.134968438313912,0.025,0.920949463107025,20.876910917512426
18.0,0.025,0.9999999981454873,13.884404348707406,0.0275,0.9997205430960174,9.781712639398911,0.0175,0.99655073372814,29.788224540086865
19.0,0.0125,0.9998756505521561,40.75314971306712,0.025,0.9897021273319593,31.857606916026707,0.0175,0.9281768463137946,51.04494358504696
20.0,0.0125,0.9999995590988562,3.3992331169171037,0.0125,0.9978032752441213,6.520318219899984,0.0025,0.9529658744327877,5.441787991954201
21.0,0.11,0.9999728886322381,20.765913001876115,0.06,0.9788248028468735,43.95487491653297,0.025,0.9455539270150074,17.53214300132547
22.0,0.0475,0.9999321369079112,5.295761030517776,0.04,0.9678333187407638,6.275759157998078,0.025,0.9486394449424216,17.057213725943257
23.0,0.105,0.9999461521033207,11.641664092564971,0.0625,0.9982132852325186,21.295144546859042,0.025,0.9150023224294299,22.901349492365057
24.0,0.0425,0.9999694349580177,1.7904349543333722,0.0475,0.99928408843893,31.583879347012438,0.0475,0.9686627538806892,12.701315274954688
25.0,0.0375,0.9999242761657517,2.15284342812767,0.08,0.999999758683606,35.266853617617414,0.055,0.9895315442385461,39.17608481952905
26.0,0.03,0.9999193079698732,2.482987071378984,0.0075,0.9953776145826874,35.75609107899198,0.0175,0.9541240768383136,17.099467598159336
27.0,0.025,0.9998829075889603,3.751810716335757,0.0075,0.9934678445737934,7.410336589234796,0.0125,0.9735626286917318,35.35337029723645
28.0,0.08,0.9999823036983198,1.3524261006879037,0.07,0.9999363011330533,6.9903224011678695,0.02,0.8562136079554457,11.551888788556822
29.0,0.115,0.9999710061916107,12.621157048119533,0.0375,0.9702383301022083,18.789918758576537,0.0175,0.844317199059408,15.974352002559836
30.0,0.0525,0.9999482999009116,6.090334343233371,0.0175,0.9930887927556263,17.243566355301574,0.0175,0.8336111370059319,38.865675494594655
31.0,0.045,0.9998695467037918,0.21972324428337212,0.025,0.9582981764770615,26.63507763766885,0.0325,0.9202080477884316,44.90549806223865
32.0,0.0675,0.9999366997212938,5.880885000680822,0.0675,0.9960764689182972,37.538668354689094,0.0175,0.8569542430198437,16.804336787127703
33.0,0.1025,0.9999598575741343,8.935874853819293,0.0375,0.9901647401916202,16.694876873826406,0.0125,0.9520644256135813,44.45310654266464
34.0,0.0425,0.9998939333518606,5.376378418540133,0.025,0.9987794145515398,27.08081019887475,0.0175,0.9290560955490605,27.736879830333056
35.0,0.0375,0.999914492270052,14.92978316107637,0.0075,0.9999977920701298,11.089257597414067,0.0075,0.946035951911594,67.6745163920545
