,PhaseSpaceLow,ChannelCorrelationLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,CrestFactorHigh
0.0,0.0725,0.9960305181390456,14.304596692446246,0.075,0.9797520116351636,27.916581060305226,0.02,0.3690471408657907,16.08443214894659
1.0,0.085,0.9931216153776443,23.69908274599954,0.07,0.9784620630363612,17.014122793885395,0.025,0.9836029083274971,31.790471871919173
2.0,0.0375,0.993119122063851,9.244086056423722,0.0425,0.9585512797812563,24.924922539602818,0.01,0.9056187563564327,28.534450701555997
3.0,0.0225,0.9914760405063363,4.992246777166465,0.035,0.9699537570730309,21.286123637130952,0.0225,0.9988693899734113,21.98414514772191
4.0,0.02,0.9957914863285128,12.805367437579614,0.035,0.9627330396084934,43.37859115783871,0.015,0.9856392265271232,28.326652839061573
5.0,0.07,0.9810828045874384,17.324813396190347,0.0925,0.9891030659309603,20.013137998274864,0.0425,0.7151131023937295,26.451680662710064
6.0,0.045,0.9739347273449843,19.504442705017787,0.05,0.9754656538297508,15.780146735250485,0.02,0.46815732133092247,27.38627694650747
7.0,0.0375,0.9710568501492675,6.0387597741413455,0.04,0.9545536479698983,28.038165472381735,0.0125,0.9735185393839209,16.057035278664287
8.0,0.085,0.9940867020751664,0.0,0.065,0.7755203397999757,9.280180580574317,0.02,0.7137955351155624,37.81459168264143
9.0,0.0875,0.9928505850790941,21.59863515562044,0.0825,0.5916955411681168,13.232116058969275,0.0175,0.9558802275923088,23.69196678010359
10.0,0.045,0.9884153328033827,9.828954563704334,0.0525,0.8618313583773632,25.409143874629862,0.0175,0.9885438020346485,34.373330255629114
11.0,0.04,0.9832524756539395,17.150649231626407,0.0325,0.9415400652484672,13.405444986798214,0.0125,0.3325070418549079,2.1455031933072526
12.0,0.035,0.9873639625805692,3.24950370456997,0.055,0.9868346967927474,12.437816726190063,0.035,0.9974263981962448,24.033985550983857
13.0,0.0575,0.9802388203479925,3.3634051930898385,0.0775,0.9824715948273807,28.09870704813729,0.03,0.8453310755492041,31.300476312399855
14.0,0.045,0.946633918658871,12.203410612763086,0.065,0.9580708473998458,19.043477385125236,0.02,0.9886610669654484,21.191150349834707
15.0,0.0225,0.9643978652212754,6.562468214216808,0.0275,0.8989527044599293,6.159404813376344,0.0075,0.8263050878927888,17.72402850971191
16.0,0.04,0.9837058827305375,6.852583003925453,0.0575,0.9601378578157526,8.943784871113793,0.02,0.5345352666825044,28.070369205104733
17.0,0.0325,0.9864627846002445,3.78331727242112,0.0725,0.9687152564958524,9.11404547160163,0.05,0.9037028368973651,12.218092986806477
18.0,0.0325,0.9620487084272652,10.142648720525155,0.075,0.9238878316098422,13.33079745766417,0.045,0.5697029522244327,25.512959064975846
19.0,0.0175,0.9836821090635998,6.035105888351748,0.04,0.92021350395131,11.11157811851177,0.02,0.6348797406663075,34.87188180704073
20.0,0.0575,0.997819247551736,25.552316052972827,0.0575,0.880465996172399,30.750481516023473,0.0175,0.43000477013116706,8.131394392173888
21.0,0.085,0.9899859304484123,16.968719334592784,0.065,0.6682093561567688,14.147519136708045,0.0225,0.5075177978669129,34.46032118635353
22.0,0.0425,0.9854959826467172,8.437350271154369,0.0525,0.7348053736955472,5.09706454777458,0.0125,0.39856638658730426,17.462486514552143
